Year,State,Data Status,Residential Revenue in Thousand Dollars,Residential Sales in Megawatthours,Residential Customer Count,Residential Price in Cents/kWh,Commercial Revenue in Thousand Dollars,Commercial Sales in Megawatthours,Commercial Customer Count,Commercial Price in Cents/kWh,Industrial Revenue in Thousand Dollars,Industrial Sales in Megawatthours,Industrial Customer Count,Industrial Price in Cents/kWh,Transportation Revenue in Thousand Dollars,Transportation Sales in Megawatthours,Transportation Customer Count,Transportation Price in Cents/kWh,Other Revenue in Thousand Dollars,Other Sales in Megawatthours,Other Customer Count,Other Price in Cents/kWh,Total Revenue in Thousand Dollars,Total Sales in Megawatthours,Total Customer Count,Total Price in Cents/kWh
1997,WV,Final,564834,9026670,.,6,329383,5944200,.,6,414814,11180300,.,4,.,.,.,.,8370,96054,.,9,1317401,26247224,.,5
1997,WY,Final,124929,2007299,.,6,126196,2393862,.,5,249549,7210827,.,3,.,.,.,.,10182,174219,.,6,510856,11786207,.,4
1998,AK,Final,203283,1767993,.,12,218593,2306729,.,9,58623,818183,.,7,.,.,.,.,27595,201682,.,14,508094,5094587,.,10
1998,AL,Final,1896784,27327100,.,7,1154988,17662316,.,7,1305705,33539417,.,4,.,.,.,.,46769,644200,.,7,4404246,79173033,.,6
1998,AR,Final,1076407,14339396,.,8,484094,8204704,.,6,668881,16065971,.,4,.,.,.,.,42150,705122,.,6,2271532,39315193,.,6
1998,AZ,Final,1874879,21610889,.,9,1430423,18439797,.,8,643095,12548978,.,5,.,.,.,.,143532,3243615,.,4,4091929,55843279,.,7
1998,CA,Final,7964061,75205481,.,11,8782229,92517180,.,9,4000571,61640698,.,6,.,.,.,.,357861,7070610,.,5,21104722,236433971,.,9
1998,CO,Final,942448,12651634,.,7,904219,15959287,.,6,433491,9998404,.,4,.,.,.,.,76446,965111,.,8,2356604,39574436,.,6
1998,CT,Final,1306294,10934820,.,12,1169196,11683481,.,10,449391,5837522,.,8,.,.,.,.,58277,500322,.,12,2983158,28956145,.,10
1998,DC,Final,127689,1595611,.,8,597966,8051297,.,7,11480,261869,.,4,.,.,.,.,24405,372290,.,7,761540,10281067,.,7
1998,DE,Final,304849,3338949,.,9,228111,3226801,.,7,175749,3779148,.,5,.,.,.,.,6970,52926,.,13,715679,10397824,.,7
1998,FL,Final,7557067,95768183,.,8,4297770,67346459,.,6,887094,18448022,.,5,.,.,.,.,384715,5791930,.,7,13126646,187354594,.,7
1998,GA,Final,3185225,41519255,.,8,2296619,32766467,.,7,1483140,35076513,.,4,.,.,.,.,122124,1358089,.,9,7087108,110720324,.,6
1998,HI,Final,364931,2640641,.,14,341787,2776069,.,12,356513,3787397,.,9,.,.,.,.,6994,56962,.,12,1070225,9261069,.,12
1998,IA,Final,993455,11855409,.,8,535756,8033777,.,7,641458,16078666,.,4,.,.,.,.,83913,1350442,.,6,2254582,37318294,.,6
1998,ID,Final,348914,6610196,.,5,260714,6005015,.,4,268694,9193309,.,3,.,.,.,.,12314,268433,.,5,890635,22076953,.,4
1998,IL,Final,3910212,39707058,.,10,3093173,39792448,.,8,2214524,43377165,.,5,.,.,.,.,599535,8820422,.,7,9817445,131697092,.,7
1998,IN,Final,1916150,27334288,.,7,1176945,19367618,.,6,1770453,44848352,.,4,.,.,.,.,50013,508565,.,10,4913561,92058823,.,5
1998,KS,Final,905475,11831973,.,8,765979,12073059,.,6,435489,9761952,.,4,.,.,.,.,37676,473193,.,8,2144619,34140177,.,6
1998,KY,Final,1215926,21669406,.,6,674870,12728799,.,5,1115024,38259677,.,3,.,.,.,.,149023,3192428,.,5,3154843,75850310,.,4
1998,LA,Final,1888785,26708912,.,7,1132353,17274245,.,7,1287517,30999299,.,4,.,.,.,.,180927,2733636,.,7,4489582,77716092,.,6
1998,MA,Final,1736823,16387951,.,11,2003097,21422372,.,9,835394,10211977,.,8,.,.,.,.,83926,584843,.,14,4659240,48607143,.,10
1998,MD,Final,1890066,22406855,.,8,1655858,24284167,.,7,428671,10343675,.,4,.,.,.,.,70429,798935,.,9,4045024,57833638,.,7
1998,ME,Final,467256,3589077,.,13,343347,3324367,.,10,305625,4622052,.,7,.,.,.,.,14937,63197,.,24,1131165,11598693,.,10
1998,MI,Final,2584190,29807977,.,9,2641975,33839514,.,8,1809150,35983417,.,5,.,.,.,.,93997,875287,.,11,7129312,100506195,.,7
1998,MN,Final,1272958,17378235,.,7,655861,10435904,.,6,1256621,28213512,.,4,.,.,.,.,53609,716398,.,7,3239049,56744049,.,6
1998,MO,Final,2001368,28264507,.,7,1432010,23920442,.,6,699276,15800878,.,4,.,.,.,.,64022,1024107,.,6,4196673,69009934,.,6
1998,MS,Final,1151597,16392305,.,7,713213,10781116,.,7,615521,14598567,.,4,.,.,.,.,62411,738251,.,8,2542742,42510239,.,6
1998,MT,Final,241909,3722471,.,7,194598,3313180,.,6,221053,6773786,.,3,.,.,.,.,20354,335392,.,6,677916,14144829,.,5
1998,NC,Final,3434238,42890313,.,8,2137094,33637196,.,6,1619572,34985930,.,5,.,.,.,.,141522,2082865,.,7,7332426,113596304,.,6
1998,ND,Final,212254,3272101,.,6,143037,2305227,.,6,94115,2187097,.,4,.,.,.,.,19453,455959,.,4,468859,8220384,.,6
1998,NE,Final,526826,8160193,.,6,359199,6594283,.,5,248764,6915664,.,4,.,.,.,.,92478,1474754,.,6,1227267,23144894,.,5
1998,NH,Final,472566,3400757,.,14,389227,3350640,.,12,228036,2424867,.,9,.,.,.,.,17470,126919,.,14,1107297,9303182,.,12
1998,NJ,Final,2642038,23190705,.,11,3140762,31127231,.,10,1058843,13339167,.,8,.,.,.,.,90371,504406,.,18,6932014,68161509,.,10
1998,NM,Final,410737,4641932,.,9,444792,5703424,.,8,276804,6185577,.,4,.,.,.,.,100419,1642188,.,6,1232752,18173121,.,7
1998,NV,Final,558187,7974769,.,7,367664,5655039,.,7,480461,10518385,.,5,.,.,.,.,35692,888882,.,4,1442004,25037075,.,6
1998,NY,Final,5523189,40563198,.,14,6375632,55744980,.,11,1247142,25217943,.,5,.,.,.,.,1121204,12669403,.,9,14267168,134195524,.,11
1998,OH,Final,3874682,44516173,.,9,2949523,38471812,.,8,3142188,72998335,.,4,.,.,.,.,231232,3806856,.,6,10197625,159793176,.,6
1998,OK,Final,1281559,19510723,.,7,704634,12458948,.,6,481100,13174692,.,4,.,.,.,.,134398,2752210,.,5,2601691,47896573,.,5
1998,OR,Final,1021677,17528597,.,6,721887,14324215,.,5,527556,14640064,.,4,.,.,.,.,27599,413783,.,7,2298719,46906662,.,5
1998,PA,Final,4234997,42922598,.,10,3067686,37246067,.,8,2735274,48814717,.,6,.,.,.,.,152296,1223026,.,12,10190255,130206413,.,8
1998,RI,Final,275084,2522050,.,11,252957,2730649,.,9,110275,1457710,.,8,.,.,.,.,20391,177222,.,12,658705,6887630,.,10
1998,SC,Final,1766699,23558044,.,8,1021427,16370078,.,6,1165191,31605579,.,4,.,.,.,.,55160,920185,.,6,4008477,72453886,.,6
1998,SD,Final,240049,3303403,.,7,149688,2262750,.,7,82960,1868078,.,4,.,.,.,.,16698,389799,.,4,489395,7824030,.,6
1998,TN,Final,2237736,35427694,.,6,1559612,24840011,.,6,1269146,30461382,.,4,.,.,.,.,88880,1020800,.,9,5155374,91749887,.,6
1998,TX,Final,8448240,110433808,.,8,5074232,77231317,.,7,4046791,102702146,.,4,.,.,.,.,917217,14337495,.,6,18486480,304704766,.,6
1998,UT,Final,393889,5755764,.,7,382900,6708935,.,6,259440,7511167,.,3,.,.,.,.,32582,724458,.,5,1068811,20700324,.,5
1998,VA,Final,2607611,34703131,.,8,1468599,26176251,.,6,764004,20024370,.,4,.,.,.,.,483503,9704770,.,5,5323717,90608522,.,6
1998,VT,Final,226627,1951338,.,12,180777,1786461,.,10,111533,1533907,.,7,.,.,.,.,8160,91554,.,9,527097,5363260,.,10
1998,WA,Final,1577062,31362243,.,5,1070928,22248421,.,5,1061549,37616473,.,3,.,.,.,.,131773,3645451,.,4,3841307,94872590,.,4
1998,WI,Final,1368986,19087368,.,7,950932,16192558,.,6,1004077,26040151,.,4,.,.,.,.,51965,741145,.,7,3375960,62061222,.,5
1998,WV,Final,569796,9053001,.,6,344928,6207810,.,6,421629,11161138,.,4,.,.,.,.,8390,89315,.,9,1344743,26511264,.,5
1998,WY,Final,126404,2012636,.,6,130835,2490006,.,5,235229,6950165,.,3,.,.,.,.,9673,187761,.,5,502141,11640568,.,4
1999,AK,Final,208179,1865742,.,11,219481,2385306,.,9,61735,843731,.,7,.,.,.,.,28016,197835,.,14,517415,5292614,.,10
1999,AL,Final,1901353,27047743,.,7,1187496,18144535,.,7,1319739,34532959,.,4,.,.,.,.,47464,675842,.,7,4456054,80401079,.,6
1999,AR,Final,1042899,14045427,.,7,487564,8374112,.,6,687904,16679669,.,4,.,.,.,.,43168,689539,.,6,2261531,39788747,.,6
1999,AZ,Final,1921783,22517434,.,9,1484419,19776459,.,8,628397,12456219,.,5,.,.,.,.,135619,2911833,.,5,4170220,57661945,.,7
1999,CA,Final,8044872,75303201,.,11,8452188,86371049,.,10,4155335,63216755,.,7,.,.,.,.,418427,9939876,.,4,21070823,234830881,.,9
1999,CO,Final,968893,13130574,.,7,953804,17006131,.,6,416659,9520927,.,4,.,.,.,.,75171,913287,.,8,2414525,40570919,.,6
1999,CT,Final,1331602,11618972,.,11,1147004,11833601,.,10,433168,5835522,.,7,.,.,.,.,56286,514910,.,11,2968057,29803005,.,10
1999,DC,Final,131396,1642704,.,8,608812,8146217,.,7,11438,249201,.,5,.,.,.,.,24877,379691,.,7,776525,10417813,.,7
1999,DE,Final,323773,3531956,.,9,247910,3353042,.,7,170819,3613391,.,5,.,.,.,.,7144,53987,.,13,749655,10552376,.,7
1999,FL,Final,7253311,93846127,.,8,4297424,69054724,.,6,885803,18579158,.,5,.,.,.,.,382865,5790250,.,7,12819402,187270259,.,7
1999,GA,Final,3158847,41766550,.,8,2272403,34093467,.,7,1463148,35255212,.,4,.,.,.,.,130407,1540518,.,8,7024803,112655747,.,6
1999,HI,Final,384432,2689147,.,14,367806,2887392,.,13,363683,3747689,.,10,.,.,.,.,7197,56909,.,13,1123125,9381137,.,12
1999,IA,Final,991101,11866840,.,8,533486,8268980,.,6,642277,16499049,.,4,.,.,.,.,88092,1398944,.,6,2254953,38033813,.,6
1999,ID,Final,358072,6806476,.,5,271120,6449747,.,4,266403,9170546,.,3,.,.,.,.,13221,295624,.,4,908815,22722393,.,4
1999,IL,Final,3500895,39630639,.,9,3100718,41968404,.,7,2103682,41971768,.,5,.,.,.,.,542444,9110730,.,6,9247742,132681541,.,7
1999,IN,Final,2005285,28805508,.,7,1219653,20160545,.,6,1839587,47230193,.,4,.,.,.,.,52303,539218,.,10,5116823,96735464,.,5
1999,KS,Final,867435,11347229,.,8,738912,11822259,.,6,457057,10214529,.,4,.,.,.,.,38861,436090,.,9,2102265,33820107,.,6
1999,KY,Final,1257441,22547556,.,6,696496,13222392,.,5,1195899,40054222,.,3,.,.,.,.,149000,3273844,.,5,3298834,79098014,.,4
1999,LA,Final,1881755,26425618,.,7,1158710,17581287,.,7,1337720,31483938,.,4,.,.,.,.,172042,2775833,.,6,4550225,78266676,.,6
1999,MA,Final,1754849,17392365,.,10,1896086,21489097,.,9,753959,9965953,.,8,.,.,.,.,76905,560029,.,14,4481797,49407444,.,9
1999,MD,Final,1959318,23342423,.,8,1703323,24988489,.,7,423368,9936115,.,4,.,.,.,.,71842,819198,.,9,4157851,59086225,.,7
1999,ME,Final,484233,3704414,.,13,366985,3491172,.,11,300998,4686583,.,6,.,.,.,.,14934,61467,.,24,1167145,11943636,.,10
1999,MI,Final,2676359,30661186,.,9,2757339,35095923,.,8,1880454,37275749,.,5,.,.,.,.,96409,948146,.,10,7410564,103981004,.,7
1999,MN,Final,1334263,17997554,.,7,688291,10908630,.,6,1266702,27764371,.,5,.,.,.,.,54535,728529,.,7,3343790,57399084,.,6
1999,MO,Final,1976458,27765927,.,7,1440589,24111390,.,6,706584,16121805,.,4,.,.,.,.,65442,1045847,.,6,4189075,69044969,.,6
1999,MS,Final,1102038,16321419,.,7,690481,11151248,.,6,631832,15735129,.,4,.,.,.,.,61206,771996,.,8,2485559,43979792,.,6
1999,MT,Final,248556,3664413,.,7,192205,3025110,.,6,196208,6257748,.,3,.,.,.,.,21209,334326,.,6,658181,13281597,.,5
1999,NC,Final,3486165,43648445,.,8,2221311,35068685,.,6,1560386,34164870,.,5,.,.,.,.,143838,2133125,.,7,7411703,115015125,.,6
1999,ND,Final,214781,3306676,.,7,145346,2349845,.,6,121602,3012524,.,4,.,.,.,.,18743,443149,.,4,500472,9112194,.,5
1999,NE,Final,517100,7929450,.,7,362247,6661121,.,5,245943,6883422,.,4,.,.,.,.,86467,1336019,.,6,1211754,22810012,.,5
1999,NH,Final,500046,3640163,.,14,406763,3603569,.,11,231417,2516310,.,9,.,.,.,.,16360,128038,.,13,1154587,9888080,.,12
1999,NJ,Final,2797657,24550826,.,11,3165202,32506104,.,10,1007306,13121469,.,8,.,.,.,.,91452,524753,.,17,7061620,70703152,.,10
1999,NM,Final,400945,4649203,.,9,443435,5891731,.,8,253426,5957242,.,4,.,.,.,.,88823,1543127,.,6,1186632,18041303,.,7
1999,NV,Final,597709,8385627,.,7,402592,6048820,.,7,517603,10860728,.,5,.,.,.,.,37737,958131,.,4,1555643,26253306,.,6
1999,NY,Final,5696198,42919230,.,13,6142072,57894372,.,11,1230605,25835438,.,5,.,.,.,.,1112520,12728600,.,9,14181393,139377640,.,10
1999,OH,Final,4045743,46628505,.,9,3025175,39461042,.,8,3213685,74292951,.,4,.,.,.,.,231904,3888332,.,6,10516509,164270830,.,6
1999,OK,Final,1208052,18301132,.,7,691897,12398450,.,6,478251,13271058,.,4,.,.,.,.,132862,2765990,.,5,2511064,46736630,.,5
1999,OR,Final,1038067,18057849,.,6,736939,14912422,.,5,504930,14105807,.,4,.,.,.,.,31213,467627,.,7,2311155,47543705,.,5
1999,PA,Final,4025115,44126365,.,9,2887818,37596036,.,8,2269383,46059033,.,5,.,.,.,.,106151,1101884,.,10,9288468,128883318,.,7
1999,RI,Final,270041,2667403,.,10,263280,3170561,.,8,84941,1158271,.,7,.,.,.,.,17224,153839,.,11,635485,7150074,.,9
1999,SC,Final,1790295,23698792,.,8,1045120,16585192,.,6,1196057,32116915,.,4,.,.,.,.,54003,902660,.,6,4085478,73303559,.,6
1999,SD,Final,245034,3302181,.,7,153394,2290578,.,7,88692,1948974,.,5,.,.,.,.,15886,380623,.,4,503006,7922356,.,6
1999,TN,Final,2246612,35424922,.,6,1586420,25227580,.,6,1318700,31493221,.,4,.,.,.,.,90077,1034656,.,9,5241811,93180379,.,6
1999,TX,Final,8201198,108591469,.,8,5179343,79387675,.,7,3963870,99741189,.,4,.,.,.,.,898635,14123849,.,6,18243044,301844182,.,6
1999,UT,Final,391210,6236409,.,6,385091,7282205,.,5,254101,7568119,.,3,.,.,.,.,33336,792299,.,4,1063740,21879032,.,5
1999,VA,Final,2677382,35778744,.,7,1497523,26968088,.,6,778452,20269126,.,4,.,.,.,.,501135,10016508,.,5,5454492,93032466,.,6
1999,VT,Final,243176,1998569,.,12,202441,1896439,.,11,116674,1587448,.,7,.,.,.,.,5978,44874,.,13,568269,5527330,.,10
1999,WA,Final,1673433,32817021,.,5,1119207,23008804,.,5,1151899,39498769,.,3,.,.,.,.,135568,3705729,.,4,4080108,99030323,.,4
1999,WI,Final,1425680,19501671,.,7,1036965,17637957,.,6,999327,25664668,.,4,.,.,.,.,52825,743155,.,7,3514796,63547451,.,6
1999,WV,Final,593021,9452189,.,6,358304,6473498,.,6,423249,11126326,.,4,.,.,.,.,8370,91994,.,9,1382943,27144007,.,5
1999,WY,Final,128341,2025096,.,6,132737,2514238,.,5,235679,7064583,.,3,.,.,.,.,9405,178431,.,5,506161,11782348,.,4
2000,AK,Final,212475,1854968,.,11,218573,2236476,.,10,78417,1036627,.,8,.,.,.,.,25781,181897,.,14,535246,5309969,.,10
2000,AL,Final,2027802,28756116,.,7,1253945,19056897,.,7,1357296,35034487,.,4,.,.,.,.,48215,676719,.,7,4687256,83524221,.,6
2000,AR,Final,1108516,14870776,.,7,518746,8746494,.,6,725733,17268195,.,4,.,.,.,.,46370,725721,.,6,2399365,41611188,.,6
2000,AZ,Final,2096081,24843977,.,8,1572412,21410701,.,7,631474,11975136,.,5,.,.,.,.,131243,2900228,.,5,4431208,61130046,.,7
2000,CA,Final,8628981,79240640,.,11,9502419,92697488,.,10,4593968,64310842,.,7,.,.,.,.,379944,7808229,.,5,23105312,244057201,.,9
2000,CO,Final,1024816,14028933,.,7,998121,17989135,.,6,423456,9954783,.,4,.,.,.,.,81384,1047434,.,8,2527777,43020285,.,6
2000,CT,Final,1264461,11645482,.,11,1106042,11932359,.,9,425063,5810692,.,7,.,.,.,.,56727,563870,.,10,2852293,29952407,.,10
2000,DC,Final,130380,1624100,.,8,629224,8331640,.,8,12919,272558,.,5,.,.,.,.,25822,387223,.,7,798344,10615520,.,8
2000,DE,Final,305253,3574847,.,9,238540,4049665,.,6,134245,3600867,.,4,.,.,.,.,6943,48910,.,14,684980,11274290,.,6
2000,FL,Final,7696331,99005604,.,8,4510746,72129915,.,6,913460,18883858,.,5,.,.,.,.,405365,5823599,.,7,13525899,195842975,.,7
2000,GA,Final,3386291,44559989,.,8,2401377,36950986,.,7,1481000,36085360,.,4,.,.,.,.,135267,1588740,.,9,7403934,119185077,.,6
2000,HI,Final,453650,2764617,.,16,449707,3035748,.,15,448081,3833873,.,12,.,.,.,.,8317,56358,.,15,1359755,9690595,.,14
2000,IA,Final,1007251,12028663,.,8,550634,8374840,.,7,665443,17126799,.,4,.,.,.,.,95499,1557564,.,6,2318829,39087867,.,6
2000,ID,Final,377497,7006491,.,5,299515,7067856,.,4,261663,8407698,.,3,.,.,.,.,14526,352056,.,4,953202,22834098,.,4
2000,IL,Final,3546277,40146401,.,9,3206542,43855227,.,7,2042803,40939211,.,5,.,.,.,.,549396,9756120,.,6,9345020,134696962,.,7
2000,IN,Final,1966763,28648542,.,7,1214194,20467903,.,6,1829174,48040239,.,4,.,.,.,.,57905,618240,.,9,5068042,97774925,.,5
2000,KS,Final,958760,12528341,.,8,781826,12511075,.,6,465004,10222176,.,5,.,.,.,.,48133,659869,.,7,2253727,35921461,.,6
2000,KY,Final,1278671,23374473,.,5,716537,13932748,.,5,1135800,37689295,.,3,.,.,.,.,145951,3319643,.,4,3276955,78316156,.,4
2000,LA,Final,2127080,27719176,.,8,1307938,18225349,.,7,1599115,31950418,.,5,.,.,.,.,195101,2795402,.,7,5229233,80690347,.,6
2000,MA,Final,1849974,17562309,.,11,2101791,23033270,.,9,863505,10533042,.,8,.,.,.,.,98740,644493,.,15,4914011,51773114,.,9
2000,MD,Final,1904953,23949315,.,8,1690691,25804298,.,7,416699,10066312,.,4,.,.,.,.,76283,857876,.,9,4088625,60677805,.,7
2000,ME,Final,466583,3736802,.,12,379624,3712197,.,10,313553,4550515,.,7,.,.,.,.,18716,163462,.,11,1178476,12162976,.,10
2000,MI,Final,2617705,30707268,.,9,2832471,35867004,.,8,1898272,37267698,.,5,.,.,.,.,100193,930249,.,11,7448640,104772214,.,7
2000,MN,Final,1400070,18629364,.,8,735968,11580320,.,6,1319130,28842084,.,5,.,.,.,.,55511,730319,.,8,3510679,59782089,.,6
2000,MO,Final,2083889,29581353,.,7,1507700,25875304,.,6,712009,16079807,.,4,.,.,.,.,66649,1106234,.,6,4370247,72642698,.,6
2000,MS,Final,1191492,17192810,.,7,733682,11450761,.,6,656719,15856372,.,4,.,.,.,.,69679,836236,.,8,2651567,45336177,.,6
2000,MT,Final,253609,3907756,.,6,212509,3791860,.,6,260568,6567935,.,4,.,.,.,.,2126,312433,.,1,728812,14579983,.,5
2000,NC,Final,3709074,46536517,.,8,2344590,36858837,.,6,1569278,34251860,.,5,.,.,.,.,144131,2208244,.,7,7767072,119855455,.,6
2000,ND,Final,218161,3390035,.,6,155265,2554044,.,6,120528,3031307,.,4,.,.,.,.,18346,438023,.,4,512301,9413409,.,5
2000,NE,Final,544638,8346035,.,7,381502,7040700,.,5,262838,7276086,.,4,.,.,.,.,102825,1686371,.,6,1291801,24349189,.,5
2000,NH,Final,480832,3656133,.,13,407847,3774446,.,11,238118,2597404,.,9,.,.,.,.,16254,130919,.,12,1143052,10158903,.,11
2000,NJ,Final,2521948,24547337,.,10,3027249,33112344,.,9,1013122,11811562,.,9,.,.,.,.,61272,505889,.,12,6623587,69977129,.,9
2000,NM,Final,412707,4937073,.,8,470967,6673561,.,7,257378,5492381,.,5,.,.,.,.,95679,1697659,.,6,1236731,18800675,.,7
2000,NV,Final,684852,9406303,.,7,441376,6548291,.,7,559965,11238849,.,5,.,.,.,.,28517,598251,.,5,1714709,27791690,.,6
2000,NY,Final,6009789,43017571,.,14,7562390,59764161,.,13,1388596,25838298,.,5,.,.,.,.,1205847,13406533,.,9,16166620,142026559,.,11
2000,OH,Final,4002196,46488136,.,9,3102406,40757136,.,8,3236887,74019337,.,4,.,.,.,.,239899,3930247,.,6,10581389,165194858,.,6
2000,OK,Final,1379786,19640231,.,7,805464,13115234,.,6,569824,13934900,.,4,.,.,.,.,156833,2873777,.,5,2911906,49564142,.,6
2000,OR,Final,1070879,18211760,.,6,773729,15289496,.,5,581853,16353313,.,4,.,.,.,.,33769,475841,.,7,2460231,50330414,.,5
2000,PA,Final,4290918,45007795,.,10,3238125,42002203,.,8,2559018,45448583,.,6,.,.,.,.,148504,1386746,.,11,10236561,133845326,.,8
2000,RI,Final,300523,2664399,.,11,300748,3165649,.,10,122127,1393539,.,9,.,.,.,.,19584,77747,.,25,742983,7301336,.,10
2000,SC,Final,1916222,25270115,.,8,1109682,17483353,.,6,1246055,33307511,.,4,.,.,.,.,59804,950987,.,6,4331766,77011968,.,6
2000,SD,Final,253946,3423321,.,7,160850,2421678,.,7,89964,2002713,.,4,.,.,.,.,18706,435027,.,4,523467,8282739,.,6
2000,TN,Final,2316447,36622144,.,6,1617109,25756511,.,6,1319568,32289069,.,4,.,.,.,.,93152,1059981,.,9,5346271,95727708,.,6
2000,TX,Final,9304786,116895282,.,8,5835485,84847756,.,7,4491031,101588419,.,4,.,.,.,.,1010949,14931070,.,7,20642249,318262528,.,6
2000,UT,Final,409622,6513507,.,6,412187,7884213,.,5,265193,7917342,.,3,.,.,.,.,36003,870211,.,4,1123005,23185276,.,5
2000,VA,Final,2822623,37541301,.,8,1597908,28298795,.,6,803560,20618946,.,4,.,.,.,.,517578,10256361,.,5,5741668,96715402,.,6
2000,VT,Final,250503,2036935,.,12,202544,1909515,.,11,120389,1645856,.,7,.,.,.,.,5649,46306,.,12,579088,5638614,.,10
2000,WA,Final,1695061,33035778,.,5,1166377,23990574,.,5,1169580,35409825,.,3,.,.,.,.,148711,4074944,.,4,4179726,96511121,.,4
2000,WI,Final,1501605,19929346,.,8,1104023,18321476,.,6,1057491,26161878,.,4,.,.,.,.,54333,733786,.,7,3717451,65146487,.,6
2000,WV,Final,610083,9737792,.,6,370782,6796304,.,5,416914,11082979,.,4,.,.,.,.,7501,75926,.,10,1405279,27692998,.,5
2000,WY,Final,136579,2102532,.,7,145251,2748286,.,5,245649,7320555,.,3,.,.,.,.,9570,196313,.,5,537050,12367684,.,4
2001,AK,Final,229169,1891468,.,12,235454,2289011,.,10,82180,1079423,.,8,.,.,.,.,27912,194180,.,14,574714,5454081,.,11
2001,AL,Final,1950059,27802208,.,7,1233009,18868140,.,7,1212229,31949084,.,4,.,.,.,.,52566,738828,.,7,4447861,79358257,.,6
2001,AR,Final,1165379,15103946,.,8,566612,9153492,.,6,741114,16734271,.,4,.,.,.,.,51166,740742,.,7,2524273,41732448,.,6
2001,AZ,Final,2174366,26200172,.,8,1623881,22045222,.,7,596577,11376746,.,5,.,.,.,.,130776,2652165,.,5,4525596,62274303,.,7
2001,CA,Final,9268973,76667630,.,12,11715762,96459340,.,12,5819126,63041253,.,9,.,.,.,.,982680,11590552,.,8,27786540,247758779,.,11
2001,CO,Final,1080209,14470251,.,7,1013543,17889639,.,6,488616,10918385,.,4,.,.,.,.,80080,957767,.,8,2662447,44236038,.,6
2001,CT,Final,1305824,11974617,.,11,1151609,12442210,.,9,424828,5572235,.,8,.,.,.,.,55164,551700,.,10,2937426,30540758,.,10
2001,DC,Final,132283,1698867,.,8,636224,8538826,.,7,13504,280914,.,5,.,.,.,.,23113,361866,.,6,805125,10880471,.,7
2001,DE,Final,321351,3733993,.,9,252399,3605435,.,7,191239,3977532,.,5,.,.,.,.,8738,61666,.,14,773727,11378627,.,7
2001,FL,Final,8712905,101377094,.,9,5239143,73957636,.,7,1028202,19854252,.,5,.,.,.,.,422864,5563152,.,8,15403113,200752133,.,8
2001,GA,Final,3427720,44380212,.,8,2502599,37838788,.,7,1453841,33940716,.,4,.,.,.,.,139552,1630758,.,9,7523713,117790473,.,6
2001,HI,Final,457800,2802469,.,16,463606,3129441,.,15,442535,3789895,.,12,.,.,.,.,10547,62757,.,17,1374490,9784562,.,14
2001,IA,Final,1045204,12429673,.,8,569619,8512208,.,7,679233,16238198,.,4,.,.,.,.,128368,2263679,.,6,2422422,39443755,.,6
2001,ID,Final,414721,6905547,.,6,335715,6543349,.,5,270937,7305412,.,4,.,.,.,.,15941,341710,.,5,1037310,21096016,.,5
2001,IL,Final,3644563,41820006,.,9,3193915,43135422,.,7,1895908,40779943,.,5,.,.,.,.,656407,10298177,.,6,9390789,136033549,.,7
2001,IN,Final,2037162,29419673,.,7,1350709,25550786,.,5,1727573,42079603,.,4,.,.,.,.,61966,683904,.,9,5177410,97733968,.,5
2001,KS,Final,924555,12062329,.,8,792688,12786615,.,6,480717,10569144,.,5,.,.,.,.,38232,428864,.,9,2236192,35846953,.,6
2001,KY,Final,1323393,23698316,.,6,745718,14337928,.,5,1176267,38676361,.,3,.,.,.,.,147862,3262894,.,5,3393236,79975500,.,4
2001,LA,Final,2043518,25800333,.,8,1342792,17721987,.,8,1595725,28574382,.,6,.,.,.,.,218920,2596045,.,8,5200955,74692751,.,7
2001,MA,Final,2242636,17983533,.,12,2807452,24126800,.,12,914549,9757211,.,9,.,.,.,.,97570,628533,.,16,6062206,52496075,.,12
2001,MD,Final,1864457,24294096,.,8,1669121,26243615,.,6,444908,10176724,.,4,.,.,.,.,87154,925586,.,9,4065639,61640019,.,7
2001,ME,Final,512320,3902940,.,13,439901,3779035,.,12,315373,4412592,.,7,.,.,.,.,14586,57429,.,25,1282181,12151996,.,11
2001,MI,Final,2667173,32304798,.,8,2640083,35025499,.,8,1737745,34174113,.,5,.,.,.,.,93912,904939,.,10,7138912,102409346,.,7
2001,MN,Final,1476460,19399686,.,8,1193380,19799222,.,6,902258,20767343,.,4,.,.,.,.,53526,720600,.,7,3625621,60686852,.,6
2001,MO,Final,2113257,30168328,.,7,1533321,26028729,.,6,694792,15814713,.,4,.,.,.,.,73066,1201386,.,6,4414434,73213157,.,6
2001,MS,Final,1242777,16855661,.,7,787812,11357411,.,7,671816,15268358,.,4,.,.,.,.,72101,805432,.,9,2774506,44286866,.,6
2001,MT,Final,267230,3886224,.,7,228374,3865679,.,6,221987,3370259,.,7,.,.,.,.,24228,324497,.,7,741820,11446658,.,6
2001,NC,Final,3749928,46200717,.,8,2423309,37744146,.,6,1517635,32931138,.,5,.,.,.,.,143675,2150939,.,7,7834544,119026944,.,7
2001,ND,Final,225280,3479809,.,6,183811,3070649,.,6,109605,2753243,.,4,.,.,.,.,19201,506055,.,4,537896,9809758,.,5
2001,NE,Final,561857,8638209,.,7,396344,7232148,.,5,275814,7327583,.,4,.,.,.,.,99182,1524701,.,7,1333198,24722639,.,5
