Year,State,Data Status,Residential Revenue in Thousand Dollars,Residential Sales in Megawatthours,Residential Customer Count,Residential Price in Cents/kWh,Commercial Revenue in Thousand Dollars,Commercial Sales in Megawatthours,Commercial Customer Count,Commercial Price in Cents/kWh,Industrial Revenue in Thousand Dollars,Industrial Sales in Megawatthours,Industrial Customer Count,Industrial Price in Cents/kWh,Transportation Revenue in Thousand Dollars,Transportation Sales in Megawatthours,Transportation Customer Count,Transportation Price in Cents/kWh,Other Revenue in Thousand Dollars,Other Sales in Megawatthours,Other Customer Count,Other Price in Cents/kWh,Total Revenue in Thousand Dollars,Total Sales in Megawatthours,Total Customer Count,Total Price in Cents/kWh
2001,NH,Final,473388,3789290,.,12,411914,3910768,.,11,226212,2482549,.,9,.,.,.,.,17651,132941,.,13,1129162,10315549,.,11
2001,NJ,Final,2602693,25491423,.,10,3131788,34445279,.,9,1058686,12706552,.,8,.,.,.,.,59886,534138,.,11,6853052,73177391,.,9
2001,NM,Final,436867,4999479,.,9,513101,6843577,.,8,287359,5271877,.,5,.,.,.,.,102603,1611660,.,6,1339932,18726597,.,7
2001,NV,Final,871877,9606868,.,9,565309,6693111,.,8,737651,11238934,.,7,.,.,.,.,38618,628377,.,6,2213452,28167292,.,8
2001,NY,Final,6209194,44235592,.,14,7826528,60806219,.,13,1413985,25449717,.,6,.,.,.,.,1201002,13689232,.,9,16650709,144180760,.,12
2001,OH,Final,3963002,47346163,.,8,3332774,39372079,.,8,2780426,65098734,.,4,.,.,.,.,233248,3980739,.,6,10309450,155797715,.,7
2001,OK,Final,1438610,19795855,.,7,860733,13551965,.,6,572826,13356188,.,4,.,.,.,.,159575,2962720,.,5,3031740,49666726,.,6
2001,OR,Final,1100134,17502996,.,6,807730,14816355,.,5,551113,13084361,.,4,.,.,.,.,35282,481117,.,7,2494258,45884832,.,5
2001,PA,Final,4454110,46029990,.,10,3496557,40552671,.,9,2731390,47383320,.,6,.,.,.,.,149703,1305953,.,11,10831762,135271934,.,8
2001,RI,Final,327364,2699059,.,12,374013,3240058,.,12,129685,1385911,.,9,.,.,.,.,15521,67890,.,23,846583,7392918,.,11
2001,SC,Final,1912045,24874644,.,8,1127116,17484203,.,6,1217605,31527677,.,4,.,.,.,.,60398,945844,.,6,4317164,74832367,.,6
2001,SD,Final,265617,3580418,.,7,190856,2915072,.,7,74254,1666097,.,4,.,.,.,.,17268,465409,.,4,547999,8626997,.,6
2001,TN,Final,2334726,36931536,.,6,1638632,25973835,.,6,1301193,32148646,.,4,.,.,.,.,95090,1076705,.,9,5369639,96130718,.,6
2001,TX,Final,10399343,117342778,.,9,6807160,87912114,.,8,5174014,98208406,.,5,.,.,.,.,1102989,14580874,.,8,23483506,318044174,.,7
2001,UT,Final,449766,6692983,.,7,460636,8262123,.,6,261684,7411435,.,4,.,.,.,.,38570,850768,.,5,1210658,23217308,.,5
2001,VA,Final,2907599,37325231,.,8,1701358,29065837,.,6,819780,19701919,.,4,.,.,.,.,535052,10360190,.,5,5963794,96453176,.,6
2001,VT,Final,254581,2009402,.,13,217245,1925564,.,11,126906,1608429,.,8,.,.,.,.,7926,42052,.,19,606660,5585447,.,11
2001,WA,Final,1801591,31608471,.,6,1298407,23840526,.,5,919122,19338924,.,5,.,.,.,.,173905,3707326,.,5,4193025,78495247,.,5
2001,WI,Final,1612030,20417898,.,8,1185034,18677917,.,6,1107335,25370339,.,4,.,.,.,.,57885,752139,.,8,3962284,65218293,.,6
2001,WV,Final,615508,9828181,.,6,368973,6785668,.,5,410395,10978083,.,4,.,.,.,.,8028,77502,.,10,1402905,27669430,.,5
2001,WY,Final,145295,2145532,.,7,157716,2915189,.,5,264489,7700187,.,3,.,.,.,.,9572,188601,.,5,577071,12949504,.,4
2002,AK,Final,232768,1932218,.,12,226791,2238236,.,10,83224,1087856,.,8,.,.,.,.,29088,207183,.,14,571870,5465489,.,10
2002,AL,Final,2138395,30021763,.,7,1304739,19665857,.,7,1244387,32615339,.,4,.,.,.,.,57021,764118,.,7,4744542,83067079,.,6
2002,AR,Final,1126262,15527374,.,7,528118,9304383,.,6,677873,16886708,.,4,.,.,.,.,47682,731092,.,7,2379930,42449560,.,6
2002,AZ,Final,2184700,26412614,.,8,1628646,22371091,.,7,573491,11026378,.,5,.,.,.,.,127232,2790653,.,5,4514070,62600738,.,7
2002,CA,Final,9758505,77202301,.,13,13709561,102587365,.,13,4751782,48447726,.,10,.,.,.,.,460196,6975940,.,7,28680043,235213332,.,12
2002,CO,Final,1137236,15424845,.,7,1045138,18438437,.,6,482864,10672227,.,5,.,.,.,.,92981,1401186,.,7,2758225,45936696,.,6
2002,CT,Final,1366571,12472815,.,11,1176151,12614039,.,9,412459,5370338,.,8,.,.,.,.,56749,548299,.,10,3011930,31005489,.,10
2002,DC,Final,142823,1790102,.,8,632971,8645086,.,7,13994,282397,.,5,.,.,.,.,27102,411156,.,7,816887,11128742,.,7
2002,DE,Final,349767,4020309,.,9,270784,3787488,.,7,201476,4151034,.,5,.,.,.,.,8467,59907,.,14,830494,12018733,.,7
2002,FL,Final,8822970,108163825,.,8,5150090,77561349,.,7,990641,18959313,.,5,.,.,.,.,430077,5789042,.,7,15393778,210473531,.,7
2002,GA,Final,3705932,48599731,.,8,2512884,38886943,.,6,1365591,34603114,.,4,.,.,.,.,141278,1699290,.,8,7725684,123789079,.,6
2002,HI,Final,453158,2898380,.,16,446999,3167933,.,14,415430,3770400,.,11,.,.,.,.,9254,54924,.,17,1324838,9891638,.,13
2002,IA,Final,1078911,12920571,.,8,577848,8803129,.,7,672310,16547527,.,4,.,.,.,.,129261,2626313,.,5,2458327,40897542,.,6
2002,ID,Final,464923,7055912,.,7,397869,6962526,.,6,275670,6352162,.,4,.,.,.,.,17038,329063,.,5,1155501,20699665,.,6
2002,IL,Final,3777911,45030069,.,8,3326337,44243824,.,8,1920054,39287515,.,5,.,.,.,.,581033,9885906,.,6,9605334,138447312,.,7
2002,IN,Final,2182577,31567899,.,7,1303179,21790373,.,6,1876619,47481235,.,4,.,.,.,.,57427,589043,.,10,5419804,101428549,.,5
2002,KS,Final,977037,12745301,.,8,841209,13392220,.,6,461796,10195483,.,5,.,.,.,.,35395,380539,.,9,2315432,36713539,.,6
2002,KY,Final,1431244,25347158,.,6,782142,14745176,.,5,1352620,43812378,.,3,.,.,.,.,154960,3362123,.,5,3720965,87266836,.,4
2002,LA,Final,2000355,28157091,.,7,1241597,18685882,.,7,1310196,29661709,.,4,.,.,.,.,194252,2756308,.,7,4746399,79260990,.,6
2002,MA,Final,2043207,18694666,.,11,2430450,24249592,.,10,841211,10086841,.,8,.,.,.,.,88657,676435,.,13,5403523,53707537,.,10
2002,MD,Final,1973018,25489053,.,8,1327857,21044290,.,6,836298,20874506,.,4,.,.,.,.,91578,972055,.,9,4228752,68379905,.,6
2002,ME,Final,515152,4043100,.,13,404651,3789179,.,11,250189,3549829,.,7,.,.,.,.,13857,59250,.,23,1183851,11441359,.,10
2002,MI,Final,2844554,34336161,.,8,2794429,35880320,.,8,1684309,33537474,.,5,.,.,.,.,100086,959564,.,10,7423378,104713520,.,7
2002,MN,Final,1531479,20450925,.,7,1143281,19456716,.,6,874721,21514631,.,4,.,.,.,.,54470,740085,.,7,3603951,62162361,.,6
2002,MO,Final,2238090,31684209,.,7,1575543,26796206,.,6,678501,15341436,.,4,.,.,.,.,73095,1178776,.,6,4565228,75000628,.,6
2002,MS,Final,1299120,17843742,.,7,803952,11772999,.,7,660843,15020553,.,4,.,.,.,.,71330,814558,.,9,2835247,45451851,.,6
2002,MT,Final,291404,4030664,.,7,251252,4003108,.,6,165440,4462794,.,4,.,.,.,.,23564,334823,.,7,731659,12831389,.,6
2002,NC,Final,4085367,49854417,.,8,2558701,39276813,.,7,1473597,31381089,.,5,.,.,.,.,145640,2174148,.,7,8263303,122686469,.,7
2002,ND,Final,234082,3663885,.,6,199119,3403943,.,6,104821,2635775,.,4,.,.,.,.,19003,515749,.,4,557023,10219351,.,5
2002,NE,Final,602901,8956036,.,7,414775,7383735,.,6,293929,7563456,.,4,.,.,.,.,112046,1757834,.,6,1423647,25661061,.,6
2002,NH,Final,476046,4002521,.,12,405020,4024499,.,10,201964,2222292,.,9,.,.,.,.,17209,134077,.,13,1100238,10383388,.,11
2002,NJ,Final,2820456,27171373,.,10,3154787,35429280,.,9,885535,11475854,.,8,.,.,.,.,77893,526113,.,15,6938672,74602622,.,9
2002,NM,Final,445354,5238134,.,9,505453,6999542,.,7,237924,5315759,.,4,.,.,.,.,103026,1653484,.,6,1291762,19206917,.,7
2002,NV,Final,914610,9702083,.,9,682670,7537882,.,9,824236,11372587,.,7,.,.,.,.,38722,591723,.,7,2460243,29204271,.,8
2002,NY,Final,6294511,46457029,.,14,7680736,62270519,.,12,1301943,25148005,.,5,.,.,.,.,1177263,13564564,.,9,16454453,147440117,.,11
2002,OH,Final,4193307,50863643,.,8,3119397,39924174,.,8,2845281,58471511,.,5,.,.,.,.,224615,4147771,.,5,10382603,153407097,.,7
2002,OK,Final,1340804,19927273,.,7,752625,13097069,.,6,490905,12897522,.,4,.,.,.,.,180456,3563604,.,5,2764789,49485464,.,6
2002,OR,Final,1248979,17553985,.,7,982157,14901884,.,7,580824,12295889,.,5,.,.,.,.,47523,503416,.,9,2859482,45255173,.,6
2002,PA,Final,4747365,48729957,.,10,3622686,42631877,.,9,2747361,47089550,.,6,.,.,.,.,158671,1368486,.,12,11276082,139819869,.,8
2002,RI,Final,288681,2828889,.,10,286973,3315844,.,9,105947,1331241,.,8,.,.,.,.,13943,84728,.,16,695542,7560697,.,9
2002,SC,Final,2069025,26786630,.,8,1177277,18156633,.,6,1229013,31926074,.,4,.,.,.,.,61199,950057,.,6,4536514,77819393,.,6
2002,SD,Final,276300,3733018,.,7,191210,3062102,.,6,72834,1603879,.,5,.,.,.,.,19506,537807,.,4,559852,8936801,.,6
2002,TN,Final,2483252,38751810,.,6,1711584,26523395,.,6,1322007,31845313,.,4,.,.,.,.,99196,1112508,.,9,5616041,98233027,.,6
2002,TX,Final,9778332,121435110,.,8,6094633,87745805,.,7,4761411,102251053,.,5,.,.,.,.,616196,9413882,.,7,21250575,320845849,.,7
2002,UT,Final,471282,6938291,.,7,474278,8462992,.,6,269309,7019412,.,4,.,.,.,.,39672,846495,.,5,1254539,23267188,.,5
2002,VA,Final,3144110,40358372,.,8,1761585,29998992,.,6,806897,19520907,.,4,.,.,.,.,552538,10740298,.,5,6265132,100618570,.,6
2002,VT,Final,261528,2046818,.,13,215993,1945839,.,11,125730,1591682,.,8,.,.,.,.,8655,44925,.,19,611905,5629264,.,11
2002,WA,Final,2017832,32065997,.,6,1484853,24309632,.,6,770280,15791501,.,5,.,.,.,.,159905,3236726,.,5,4432871,75403856,.,6
2002,WI,Final,1764624,21575371,.,8,1252922,19143998,.,7,1130832,25533712,.,4,.,.,.,.,60311,746218,.,8,4208688,66999297,.,6
2002,WV,Final,651155,10444145,.,6,380748,7039027,.,5,414887,10902030,.,4,.,.,.,.,7801,77918,.,10,1454590,28463122,.,5
2002,WY,Final,155595,2232285,.,7,172726,3027371,.,6,264409,7452648,.,4,.,.,.,.,9593,161756,.,6,602322,12874059,.,5
2003,AK,Final,238066,1987010,.,12,259407,2473028,.,10,86770,1103645,.,8,0,0,.,.,.,.,.,.,584245,5563684,.,11
2003,AL,Final,2175026,29416417,.,7,1399002,20410631,.,7,1355120,34017169,.,4,0,0,.,.,.,.,.,.,4929145,83844218,.,6
2003,AR,Final,1129827,15598301,.,7,585090,10568018,.,6,684562,16941939,.,4,0,0,.,.,.,.,.,.,2399480,43108260,.,6
2003,AZ,Final,2315710,27741520,.,8,1803207,25424540,.,7,586596,10913501,.,5,0,0,.,.,.,.,.,.,4705515,64079560,.,7
2003,CA,Final,10141556,82925900,.,12,13672050,109577675,.,12,4787139,49908924,.,10,46894,808822,.,6,.,.,.,.,28647643,243221316,.,12
2003,CO,Final,1280454,15724840,.,8,1297891,19656728,.,7,565030,11075618,.,5,2741,37459,.,7,.,.,.,.,3146120,46494645,.,7
2003,CT,Final,1491095,13178336,.,11,1299904,13093634,.,10,428665,5365918,.,8,14845,192331,.,8,.,.,.,.,3234506,31830217,.,10
2003,DC,Final,137577,1754302,.,8,635376,8639347,.,7,14881,267248,.,6,21816,285486,.,8,.,.,.,.,809649,10946384,.,7
2003,DE,Final,360045,4190390,.,9,284247,3886168,.,7,232743,4523035,.,5,0,0,.,.,.,.,.,.,877039,12599591,.,7
2003,FL,Final,9636113,112649864,.,9,6082672,85256748,.,7,1048418,19374816,.,5,7009,97194,.,7,.,.,.,.,16774212,217378622,.,8
2003,GA,Final,3710662,48174231,.,8,2699301,40554072,.,7,1396963,34768041,.,4,8671,180313,.,5,.,.,.,.,7815598,123676657,.,6
2003,HI,Final,506551,3027623,.,17,528299,3517123,.,15,469074,3846089,.,12,0,0,.,.,.,.,.,.,1503924,10390839,.,14
2003,IA,Final,1093976,12767551,.,9,726471,11637019,.,6,698856,16802715,.,4,0,0,.,.,.,.,.,.,2519302,41207284,.,6
2003,ID,Final,442568,7089745,.,6,303970,5466348,.,6,360226,8662593,.,4,0,0,.,.,.,.,.,.,1106766,21218686,.,5
2003,IL,Final,3615808,43161332,.,8,3617620,49560840,.,7,2091505,43041769,.,5,28397,483949,.,6,.,.,.,.,9353328,136247893,.,7
2003,IN,Final,2162179,30726178,.,7,1374381,22441376,.,6,1854729,47283819,.,4,1371,16406,.,8,.,.,.,.,5392659,100467778,.,5
2003,KS,Final,971023,12602296,.,8,882456,13751156,.,6,479050,10381938,.,5,0,0,.,.,.,.,.,.,2332530,36735391,.,6
2003,KY,Final,1435036,24703645,.,6,963228,17945818,.,5,1364867,42570167,.,3,0,0,.,.,.,.,.,.,3763130,85219630,.,4
2003,LA,Final,2240665,28572304,.,8,1627717,21943668,.,7,1518430,27250506,.,6,209,2844,.,7,.,.,.,.,5387020,77769321,.,7
2003,MA,Final,2271885,19590792,.,12,2686752,25647840,.,10,891354,9984161,.,9,11929,291565,.,4,.,.,.,.,5861921,55514356,.,11
2003,MD,Final,2060483,26671273,.,8,1177809,16950348,.,7,1328856,27175525,.,5,26659,461436,.,6,.,.,.,.,4593807,71258583,.,6
2003,ME,Final,521900,4218953,.,12,409438,3959395,.,10,240891,3793492,.,6,0,0,.,.,.,.,.,.,1172230,11971836,.,10
2003,MI,Final,2813078,33669474,.,8,2671529,35391366,.,8,1975946,39812955,.,5,280,3401,.,8,.,.,.,.,7460828,108877192,.,7
2003,MN,Final,1579058,20637752,.,8,1256888,20533284,.,6,954787,21916304,.,4,0,0,.,.,.,.,.,.,3790738,63087341,.,6
2003,MO,Final,2185962,31421928,.,7,1617634,27987362,.,6,666591,14830600,.,4,0,0,.,.,.,.,.,.,4470188,74239887,.,6
2003,MS,Final,1342601,17669710,.,8,913348,12592851,.,7,684468,15281322,.,4,0,0,.,.,.,.,.,.,2940416,45543882,.,6
2003,MT,Final,311334,4120150,.,8,303797,4437530,.,7,172082,4266981,.,4,0,0,.,.,.,.,.,.,787212,12824660,.,6
2003,NC,Final,4106256,49348766,.,8,2769771,41672019,.,7,1453391,30314337,.,5,0,0,.,.,.,.,.,.,8329419,121335122,.,7
2003,ND,Final,240596,3707436,.,6,214224,3800069,.,6,117054,2953604,.,4,0,0,.,.,.,.,.,.,571871,10461108,.,5
2003,NE,Final,607757,8852219,.,7,498627,8582935,.,6,351923,8421411,.,4,0,0,.,.,.,.,.,.,1458305,25856566,.,6
2003,NH,Final,509432,4251834,.,12,444673,4317816,.,10,234189,2402891,.,10,0,0,.,.,.,.,.,.,1188294,10972542,.,11
2003,NJ,Final,2921308,27367126,.,11,3334503,36616282,.,9,975600,12214747,.,8,13180,184356,.,7,.,.,.,.,7244590,76382512,.,9
2003,NM,Final,470963,5418037,.,9,593173,8063236,.,7,289526,5849218,.,5,0,0,.,.,.,.,.,.,1353664,19330491,.,7
2003,NV,Final,932215,10339936,.,9,717569,8167940,.,9,849021,11623784,.,7,0,0,.,.,.,.,.,.,2498807,30131659,.,8
2003,NY,Final,6742610,47115887,.,14,9372473,72495187,.,13,1552260,21744509,.,7,252192,2689122,.,9,.,.,.,.,17919539,144044703,.,12
2003,OH,Final,4100423,49620578,.,8,3377410,44736572,.,8,2767674,57827583,.,5,281,4508,.,6,.,.,.,.,10245782,152189239,.,7
2003,OK,Final,1506985,20161967,.,7,1082720,16958302,.,6,610925,13307900,.,5,0,0,.,.,.,.,.,.,3200632,50428168,.,6
2003,OR,Final,1252143,17735560,.,7,987526,15483362,.,6,554253,11960529,.,5,1020,15280,.,7,.,.,.,.,2794941,45194731,.,6
2003,PA,Final,4760155,49651002,.,10,3724216,43217827,.,9,2715079,46773439,.,6,56577,726861,.,8,.,.,.,.,11256026,140369129,.,8
2003,RI,Final,348085,2998209,.,12,352121,3489537,.,10,116196,1308879,.,9,0,0,.,.,.,.,.,.,816404,7796627,.,10
2003,SC,Final,2117181,26421639,.,8,1316127,19336130,.,7,1251101,31296331,.,4,0,0,.,.,.,.,.,.,4684410,77054099,.,6
2003,SD,Final,279509,3739837,.,7,224116,3713372,.,6,73367,1626783,.,5,0,0,.,.,.,.,.,.,576993,9079990,.,6
2003,TN,Final,2467451,37696941,.,7,1835629,27481020,.,7,1383845,32277849,.,4,0,0,.,.,.,.,.,.,5686927,97455807,.,6
2003,TX,Final,11111340,121354827,.,9,7581180,96694234,.,8,5512229,104546895,.,5,5956,89999,.,7,.,.,.,.,24210705,322685955,.,8
2003,UT,Final,494434,7166408,.,7,504133,9023641,.,6,289881,7645672,.,4,1481,24629,.,6,.,.,.,.,1289928,23860349,.,5
2003,VA,Final,3173953,40876707,.,8,2365003,41179140,.,6,815396,19282214,.,4,9374,171674,.,5,.,.,.,.,6363728,101509732,.,6
2003,VT,Final,257866,2011388,.,13,212356,1881029,.,11,117484,1460014,.,8,0,0,.,.,.,.,.,.,587704,5352431,.,11
2003,WA,Final,2010273,31872045,.,6,1701266,28039324,.,6,866187,18180027,.,5,2715,42105,.,6,.,.,.,.,4580443,78133501,.,6
2003,WI,Final,1853292,21364143,.,9,1397391,20056101,.,7,1217362,25821248,.,5,0,0,.,.,.,.,.,.,4468043,67241496,.,7
2003,WV,Final,653516,10473404,.,6,389170,7136441,.,5,407593,10687148,.,4,0,0,.,.,.,.,.,.,1450279,28296994,.,5
2003,WY,Final,160948,2286201,.,7,188528,3282185,.,6,280796,7685452,.,4,0,0,.,.,.,.,.,.,630269,13253834,.,5
2004,AK,Final,256460,2061905,.,12,285730,2600608,.,11,93820,1125971,.,8,0,0,.,.,.,.,.,.,636007,5788485,.,11
2004,AL,Final,2295150,30109117,.,8,1506483,21166145,.,7,1476775,35595260,.,4,0,0,.,.,.,.,.,.,5278409,86870518,.,6
2004,AR,Final,1149871,15619398,.,7,605348,10730966,.,6,720015,17321995,.,4,0,0,.,.,.,.,.,.,2475232,43672359,.,6
2004,AZ,Final,2446631,28920651,.,8,1901182,26106424,.,7,637420,11906177,.,5,0,0,.,.,.,.,.,.,4985229,66933250,.,7
2004,CA,Final,10168468,83361251,.,12,13845979,118952884,.,12,4526047,48811584,.,9,57768,900251,.,6,.,.,.,.,28598263,252025973,.,11
2004,CO,Final,1307035,15532169,.,8,1343025,19497955,.,7,596061,11675137,.,5,1079,18580,.,6,.,.,.,.,3247200,46723842,.,7
2004,CT,Final,1536509,13211389,.,12,1331876,13454655,.,10,422797,5358496,.,8,13785,190068,.,7,.,.,.,.,3304972,32214611,.,10
2004,DC,Final,146790,1834434,.,8,623572,8276372,.,8,13164,261726,.,5,22409,304065,.,7,.,.,.,.,852449,11414845,.,7
2004,DE,Final,377749,4304535,.,9,300126,4033420,.,7,207406,3423199,.,6,0,0,.,.,.,.,.,.,885280,11761153,.,8
2004,FL,Final,10085887,112203013,.,9,6601385,86765232,.,8,1139932,19518052,.,6,7320,98202,.,7,.,.,.,.,17834520,218584495,.,8
2004,GA,Final,4016436,51123503,.,8,2912395,42316393,.,7,1587182,35845569,.,4,9230,180319,.,5,.,.,.,.,8525249,129465784,.,7
2004,HI,Final,571200,3162193,.,18,588078,3632408,.,16,525600,3936922,.,13,0,0,.,.,.,.,.,.,1684879,10731520,.,16
2004,IA,Final,1131602,12625126,.,9,731182,10840215,.,7,755719,17437431,.,4,0,0,.,.,.,.,.,.,2618503,40902773,.,6
2004,ID,Final,446408,7313927,.,6,294304,5484016,.,5,344211,9010730,.,4,0,0,.,.,.,.,.,.,1084923,21808672,.,5
2004,IL,Final,3638263,43442532,.,8,3569731,47358377,.,8,2231611,48008008,.,5,25347,445038,.,6,.,.,.,.,9464950,139253956,.,7
2004,IN,Final,2276904,31192228,.,7,1448388,22956899,.,6,2022063,48928498,.,4,1456,16636,.,9,.,.,.,.,5748812,103094263,.,6
2004,KS,Final,961623,12416599,.,8,892514,13830552,.,6,510276,10879389,.,5,0,0,.,.,.,.,.,.,2364410,37126539,.,6
2004,KY,Final,1538428,25186569,.,6,1033721,18443306,.,6,1431655,42891282,.,3,0,0,.,.,.,.,.,.,4003809,86521155,.,5
2004,LA,Final,2324175,28862998,.,8,1710297,22567787,.,8,1646260,28290475,.,6,1123,15854,.,7,.,.,.,.,5681859,79737112,.,7
2004,MA,Final,2323431,19768529,.,12,2858349,26020125,.,11,843982,9946998,.,8,18897,406372,.,5,.,.,.,.,6044661,56142019,.,11
2004,MD,Final,2180631,27951979,.,8,1304338,17264134,.,8,1269298,21194572,.,6,31057,481016,.,6,.,.,.,.,4785325,66891699,.,7
2004,ME,Final,526568,4331109,.,12,427672,4325470,.,10,243595,3711089,.,7,0,0,.,.,.,.,.,.,1197837,12367668,.,10
2004,MI,Final,2758552,33103586,.,8,2925172,38632098,.,8,1716748,34867338,.,5,238,3018,.,8,.,.,.,.,7400708,106606041,.,7
2004,MN,Final,1624405,20507413,.,8,1287372,20406705,.,6,1037574,22415427,.,5,729,10769,.,7,.,.,.,.,3950078,63340314,.,6
2004,MO,Final,2184957,31350641,.,7,1647845,28391148,.,6,660821,14302631,.,5,484,9874,.,5,.,.,.,.,4494108,74054295,.,6
2004,MS,Final,1443561,17580027,.,8,1018804,12750284,.,8,759038,15702228,.,5,0,0,.,.,.,.,.,.,3221404,46032538,.,7
2004,MT,Final,318547,4052759,.,8,321219,4330179,.,7,189814,4573843,.,4,0,0,.,.,.,.,.,.,829579,12956783,.,6
2004,NC,Final,4369008,51717381,.,8,2871462,42864262,.,7,1515702,31075166,.,5,0,0,.,.,.,.,.,.,8756173,125656807,.,7
2004,ND,Final,248814,3662780,.,7,225368,3843140,.,6,124333,3010475,.,4,0,0,.,.,.,.,.,.,598515,10516402,.,6
2004,NE,Final,609749,8756735,.,7,496784,8501170,.,6,368935,8618026,.,4,0,0,.,.,.,.,.,.,1475465,25875930,.,6
2004,NH,Final,534912,4281737,.,12,479680,4363074,.,11,233197,2328498,.,10,0,0,.,.,.,.,.,.,1247785,10973309,.,11
2004,NJ,Final,3147967,28020125,.,11,3792645,38073560,.,10,1012091,11209578,.,9,31715,289905,.,11,.,.,.,.,7984416,77593165,.,10
2004,NM,Final,488388,5634822,.,9,608972,8238752,.,7,311797,5972165,.,5,0,0,.,.,.,.,.,.,1409152,19845736,.,7
2004,NV,Final,1034036,10672590,.,10,751653,8275330,.,9,895009,12364386,.,7,0,0,.,.,.,.,.,.,2680696,31312306,.,9
2004,NY,Final,6889583,47378877,.,15,9654300,74377928,.,13,1455397,20675048,.,7,209817,2649856,.,8,.,.,.,.,18209097,145081709,.,13
2004,OH,Final,4251139,50300038,.,8,3510019,45313453,.,8,2863504,58558349,.,5,4536,49274,.,9,.,.,.,.,10629197,154221115,.,7
2004,OK,Final,1520291,19699042,.,8,1115594,17020383,.,7,676710,14222619,.,5,0,0,.,.,.,.,.,.,3312594,50942042,.,7
2004,OR,Final,1293044,18000708,.,7,1009879,15666621,.,6,529069,11953569,.,4,1009,15549,.,6,.,.,.,.,2833002,45636448,.,6
2004,PA,Final,4852578,50663390,.,10,3773900,44355434,.,9,2798823,47659215,.,6,60257,823453,.,7,.,.,.,.,11485558,143501493,.,8
2004,RI,Final,365736,3000357,.,12,372960,3542438,.,11,126054,1344784,.,9,0,0,.,.,.,.,.,.,864750,7887575,.,11
2004,SC,Final,2266565,27909740,.,8,1389588,20112911,.,7,1315385,31885691,.,4,0,0,.,.,.,.,.,.,4971538,79908340,.,6
2004,SD,Final,282667,3695724,.,8,224235,3627166,.,6,86769,1890955,.,5,0,0,.,.,.,.,.,.,593669,9213843,.,6
2004,TN,Final,2656585,38525655,.,7,1991739,28248754,.,7,1466347,32885219,.,4,122,1038,.,12,.,.,.,.,6114793,99660665,.,6
2004,TX,Final,11707075,120329880,.,10,7867462,99615580,.,8,5902052,100588036,.,6,5713,81345,.,7,.,.,.,.,25482301,320614841,.,8
2004,UT,Final,528323,7324847,.,7,551495,9345111,.,6,313598,7816391,.,4,1668,25354,.,7,.,.,.,.,1395083,24511704,.,6
2004,VA,Final,3397447,42503396,.,8,2529642,43024673,.,6,842858,19734459,.,4,10106,161645,.,6,.,.,.,.,6780058,105424173,.,6
2004,VT,Final,273020,2109494,.,13,225759,1977540,.,11,125554,1576737,.,8,0,0,.,.,.,.,.,.,624330,5663772,.,11
2004,WA,Final,2068792,32454683,.,6,1742153,28225787,.,6,824832,19259409,.,4,2690,41732,.,6,.,.,.,.,4638466,79981608,.,6
2004,WI,Final,1922130,21192325,.,9,1401389,19348876,.,7,1352999,27434509,.,5,0,0,.,.,.,.,.,.,4676517,67975710,.,7
2004,WV,Final,669935,10755870,.,6,394157,7216779,.,5,418858,10941529,.,4,255,4436,.,6,.,.,.,.,1483202,28918611,.,5
2004,WY,Final,163123,2261812,.,7,202963,3393334,.,6,308120,7884365,.,4,0,0,.,.,.,.,.,.,674205,13539513,.,5
2005,AK,Final,274150,2061654,.,13,311426,2694912,.,12,107443,1156009,.,9,0,0,.,.,.,.,.,.,693023,5912571,.,12
2005,AL,Final,2504002,31315099,.,8,1619523,21607756,.,8,1641193,36278764,.,5,0,0,.,.,.,.,.,.,5764720,89201620,.,6
2005,AR,Final,1370919,17133693,.,8,702700,11366396,.,6,836839,17664831,.,5,0,0,.,.,.,.,.,.,2910458,46164924,.,6
2005,AZ,Final,2707355,30543644,.,9,2031772,27468351,.,7,665279,11378693,.,6,0,0,.,.,.,.,.,.,5404406,69390686,.,8
2005,CA,Final,10707559,85610410,.,13,14007055,117550526,.,12,4797044,50242289,.,10,55443,846283,.,7,.,.,.,.,29567100,254249506,.,12
2005,CO,Final,1489539,16436379,.,9,1512138,19845958,.,8,691210,12051511,.,6,972,19387,.,5,.,.,.,.,3693858,48353238,.,8
2005,CT,Final,1882774,13802964,.,14,1607703,13949347,.,12,484404,5152935,.,9,16671,189784,.,9,.,.,.,.,3991549,33095029,.,12
2005,DC,Final,176447,1938271,.,9,.,.,.,.,.,.,.,.,23999,325568,.,7,.,.,.,.,1084965,11816206,.,9
2005,DE,Final,414052,4594009,.,9,322150,4237756,.,8,205134,3305021,.,6,0,0,.,.,.,.,.,.,941336,12136789,.,8
2005,FL,Final,11140739,115791459,.,10,7293500,89410280,.,8,1271207,19676345,.,6,7943,98926,.,8,.,.,.,.,19713387,224977010,.,9
2005,GA,Final,4565469,52826512,.,9,3427864,44663298,.,8,1826758,34601792,.,5,10255,173850,.,6,.,.,.,.,9830340,132265452,.,7
2005,HI,Final,655007,3164065,.,21,659279,3463145,.,19,617583,3911697,.,16,0,0,.,.,.,.,.,.,1931868,10538911,.,18
2005,IA,Final,1258243,13570604,.,9,783369,11271017,.,7,817783,17915187,.,5,0,0,.,.,.,.,.,.,2859393,42756808,.,7
